iteration,best_cost,gap_percent,source
1,48231.000000,0.615404,routing
5,48180.000000,0.509012,routing
6,48136.000000,0.417223,scp
9,48118.000000,0.379673,scp
12,48115.000000,0.373415,scp
15,48114.000000,0.371328,scp
24,48089.000000,0.319176,scp
27,48088.000000,0.317089,scp
