iteration,best_cost,gap_percent,source
1,234482.000000,0.661973,routing
9,234449.000000,0.647806,scp
12,234218.000000,0.548639,scp
15,234068.000000,0.484245,scp
18,233985.000000,0.448613,scp
21,233966.000000,0.440457,scp
