iteration,best_cost,gap_percent,source
1,220858.000000,1.017687,routing
2,220436.000000,0.824670,routing
3,220279.000000,0.752860,routing
3,220269.000000,0.748286,scp
9,220268.000000,0.747829,scp
12,220260.000000,0.744169,scp
