iteration,best_cost,gap_percent,source
1,1915381.000000,2.038336,routing
3,1915308.000000,2.034447,scp
4,1910127.000000,1.758439,routing
6,1908975.000000,1.697069,scp
10,1908840.000000,1.689877,routing
11,1907038.000000,1.593879,routing
17,1904170.000000,1.441091,routing
24,1904066.000000,1.435551,routing
