iteration,best_cost,gap_percent,source
1,97517.000000,0.946140,routing
3,97277.000000,0.697701,routing
3,97250.000000,0.669751,scp
9,97244.000000,0.663540,scp
12,97199.000000,0.616958,scp
15,97157.000000,0.573481,scp
18,97084.000000,0.497914,scp
30,97067.000000,0.480316,scp
36,97058.000000,0.471000,scp
42,97057.000000,0.469965,scp
48,97047.000000,0.459613,scp
51,97036.000000,0.448226,scp
