iteration,best_cost,gap_percent,source
1,211049.000000,0.888184,routing
3,210993.000000,0.861414,scp
4,210952.000000,0.841814,routing
6,210830.000000,0.783495,scp
12,210821.000000,0.779192,scp
18,210819.000000,0.778236,scp
33,210773.000000,0.756247,scp
