iteration,best_cost,gap_percent,source
1,247534.000000,0.719383,routing
6,247478.000000,0.696598,scp
9,247476.000000,0.695784,scp
11,247423.000000,0.674219,routing
12,247416.000000,0.671370,routing
12,247374.000000,0.654281,scp
