iteration,best_cost,gap_percent,source
1,252674.000000,1.112067,routing
4,252300.000000,0.962404,routing
6,252292.000000,0.959203,routing
6,252142.000000,0.899178,scp
9,252070.000000,0.870366,scp
13,251915.000000,0.808340,routing
15,251806.000000,0.764721,scp
24,251765.000000,0.748314,scp
