iteration,best_cost,gap_percent,source
1,154921.000000,0.173939,routing
2,154896.000000,0.157774,routing
3,154872.000000,0.142255,scp
6,154871.000000,0.141608,scp
9,154843.000000,0.123503,scp
12,154839.000000,0.120917,routing
12,154816.000000,0.106045,scp
21,154793.000000,0.091172,scp
