iteration,best_cost,gap_percent,source
1,141982.000000,0.182044,routing
3,141972.000000,0.174988,routing
3,141968.000000,0.172166,scp
4,141965.000000,0.170049,routing
5,141926.000000,0.142531,routing
6,141904.000000,0.127007,scp
14,141845.000000,0.085377,routing
15,141835.000000,0.078321,scp
24,141827.000000,0.072676,scp
38,141824.000000,0.070560,routing
