iteration,best_cost,gap_percent,source
1,284481.000000,0.486039,routing
6,284480.000000,0.485686,scp
7,284452.000000,0.475795,routing
9,284390.000000,0.453895,scp
12,284386.000000,0.452482,scp
15,284293.000000,0.419632,scp
18,284289.000000,0.418219,scp
21,284217.000000,0.392787,scp
