iteration,best_cost,gap_percent,source
1,2989607.000000,1.061522,routing
5,2989097.000000,1.044282,routing
6,2987549.000000,0.991953,routing
9,2985384.000000,0.918767,routing
15,2984665.000000,0.894461,routing
22,2982838.000000,0.832701,routing
