iteration,best_cost,gap_percent,source
1,766450.000000,0.895282,routing
4,766063.000000,0.844337,routing
6,765541.000000,0.775621,routing
6,765540.000000,0.775490,scp
15,765294.000000,0.743106,routing
19,765055.000000,0.711644,routing
