iteration,best_cost,gap_percent,source
1,218103.000000,0.683679,routing
3,217956.000000,0.615819,scp
6,217919.000000,0.598739,scp
9,217806.000000,0.546574,scp
12,217800.000000,0.543804,scp
15,217724.000000,0.508720,scp
18,217632.000000,0.466250,scp
21,217630.000000,0.465327,scp
