iteration,best_cost,gap_percent,source
1,53192.000000,0.669972,routing
6,53150.000000,0.590484,scp
9,53093.000000,0.482607,scp
12,53068.000000,0.435293,scp
18,53059.000000,0.418260,scp
27,53029.000000,0.361482,scp
33,53020.000000,0.344449,scp
39,53010.000000,0.325523,scp
