iteration,best_cost,gap_percent,source
1,65349.000000,1.708923,routing
11,65340.000000,1.694915,routing
12,65315.000000,1.656005,scp
14,65203.000000,1.481689,routing
15,65195.000000,1.469238,routing
15,65104.000000,1.327606,scp
21,65082.000000,1.293365,scp
