iteration,best_cost,gap_percent,source
1,164321.000000,1.039784,routing
6,164318.000000,1.037939,scp
12,164315.000000,1.036094,scp
15,164311.000000,1.033635,scp
16,164242.000000,0.991207,routing
18,164165.000000,0.943860,scp
21,164122.000000,0.917420,scp
24,164120.000000,0.916190,scp
27,164056.000000,0.876837,routing
27,163993.000000,0.838099,scp
30,163988.000000,0.835024,scp
36,163986.000000,0.833795,scp
