iteration,best_cost,gap_percent,source
1,912591.000000,0.832100,routing
3,912576.000000,0.830442,scp
5,912569.000000,0.829669,routing
7,912133.000000,0.781495,routing
8,911865.000000,0.751884,routing
9,911460.000000,0.707135,routing
10,911146.000000,0.672442,routing
