iteration,best_cost,gap_percent,source
1,524692.000000,0.491452,routing
2,524319.000000,0.420014,routing
3,524244.000000,0.405649,scp
6,524204.000000,0.397988,routing
6,524071.000000,0.372515,scp
9,524039.000000,0.366387,scp
10,523883.000000,0.336509,routing
