iteration,best_cost,gap_percent,source
1,38517.000000,0.827203,routing
8,38483.000000,0.738201,routing
9,38480.000000,0.730347,scp
11,38439.000000,0.623020,routing
15,38397.000000,0.513076,scp
18,38396.000000,0.510458,scp
