iteration,best_cost,gap_percent,source
1,162704.000000,0.757989,routing
3,162458.000000,0.605648,routing
6,162447.000000,0.598836,scp
12,162437.000000,0.592643,scp
18,162436.000000,0.592024,scp
21,162416.000000,0.579638,scp
27,162395.000000,0.566634,scp
