iteration,best_cost,gap_percent,source
1,1191492.000000,1.317175,routing
2,1190319.000000,1.217430,routing
3,1187680.000000,0.993026,routing
23,1187601.000000,0.986308,routing
25,1186809.000000,0.918961,routing
