iteration,best_cost,gap_percent,source
1,530331.000000,1.821662,routing
2,529512.000000,1.664417,routing
3,528691.000000,1.506788,scp
6,527686.000000,1.313832,routing
6,527218.000000,1.223977,scp
9,526316.000000,1.050796,scp
12,526079.000000,1.005293,scp
15,525433.000000,0.881264,scp
