iteration,best_cost,gap_percent,source
1,61839.000000,0.664160,routing
6,61796.000000,0.594163,scp
15,61775.000000,0.559978,scp
24,61743.000000,0.507887,scp
27,61721.000000,0.472074,scp
30,61720.000000,0.470447,scp
