iteration,best_cost,gap_percent,source
1,73843.000000,0.804052,routing
3,73837.000000,0.795861,scp
5,73801.000000,0.746717,routing
6,73773.000000,0.708494,routing
9,73754.000000,0.682557,routing
9,73753.000000,0.681191,scp
17,73737.000000,0.659350,routing
18,73703.000000,0.612936,scp
