iteration,best_cost,gap_percent,source
1,104987.000000,0.560334,routing
3,104964.000000,0.538304,scp
6,104961.000000,0.535430,scp
9,104942.000000,0.517231,scp
15,104927.000000,0.502864,scp
27,104917.000000,0.493286,scp
39,104916.000000,0.492328,scp
