iteration,best_cost,gap_percent,source
1,230145.000000,0.271871,routing
3,230144.000000,0.271435,scp
10,230128.000000,0.264464,routing
12,230120.000000,0.260978,scp
16,230039.000000,0.225687,routing
17,230026.000000,0.220023,routing
18,229968.000000,0.194753,routing
18,229928.000000,0.177326,scp
29,229922.000000,0.174712,routing
