iteration,best_cost,gap_percent,source
1,287088.000000,0.814344,routing
3,287036.000000,0.796084,scp
4,286848.000000,0.730065,routing
6,286511.000000,0.611724,scp
18,286380.000000,0.565722,scp
21,286379.000000,0.565371,scp
