iteration,best_cost,gap_percent,source
1,53204.000000,0.422801,routing
6,53161.000000,0.341638,scp
21,53159.000000,0.337863,scp
24,53147.000000,0.315213,scp
33,53146.000000,0.313326,scp
36,53133.000000,0.288788,scp
