iteration,best_cost,gap_percent,source
1,101683.000000,0.140831,routing
3,101676.000000,0.133937,scp
21,101668.000000,0.126059,scp
24,101659.000000,0.117195,scp
27,101652.000000,0.110301,scp
30,101637.000000,0.095529,routing
30,101621.000000,0.079772,scp
