iteration,best_cost,gap_percent,source
1,99789.000000,0.974440,routing
8,99735.000000,0.919798,routing
9,99683.000000,0.867181,scp
15,99674.000000,0.858074,routing
17,99666.000000,0.849979,routing
18,99611.000000,0.794325,scp
21,99602.000000,0.785218,scp
23,99564.000000,0.746767,routing
24,99511.000000,0.693137,scp
27,99417.000000,0.598021,scp
